paperId,title,abstract,publicationYear,citations_within_3_years,citations_within_5_years,citationCount,referenceCount,venue,isOpenAccess,disclaimer,status,journal_name,publicationTypes,fieldsOfStudy,author_count,title_abstract_similarity
a9545a7536550597ef1d210776298156a23892d5,RNase H enables efficient repair of R-loop induced DNA damage,"R-loops, three-stranded structures that form when transcripts hybridize to chromosomal DNA, are potent agents of genome instability. This instability has been explained by the ability of R-loops to induce DNA damage. Here, we show that persistent R-loops also compromise DNA repair. Depleting endogenous RNase H activity impairs R-loop removal in budding yeast, causing DNA damage that occurs preferentially in the repetitive ribosomal DNA locus (rDNA). We analyzed the repair kinetics of this damage and identified mutants that modulate repair. Our results indicate that persistent R-loops in the rDNA induce damage that is slowly repaired by break-induced replication (BIR). Furthermore, R-loop induced BIR at the rDNA leads to lethal repair intermediates when RNA polymerase I elongation is compromised. We present a model to explain how removal of R-loops by RNase H is critical in ensuring the efficient repair of R-loop induced DNA damage by pathways other than BIR.",2016.0,34,71,123,47,bioRxiv,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5215079, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,eLife,JournalArticle,"Chemistry, Biology, Medicine",2,0.7497924
ed344309ffdb0b74855bce1dfffc276dccdc1cd1,A single-molecule view of transcription reveals convoys of RNA polymerases and multi-scale bursting,"Live-cell imaging has revealed unexpected features of gene expression. Here using improved single-molecule RNA microscopy, we show that synthesis of HIV-1 RNA is achieved by groups of closely spaced polymerases, termed convoys, as opposed to single isolated enzymes. Convoys arise by a Mediator-dependent reinitiation mechanism, which generates a transient but rapid succession of polymerases initiating and escaping the promoter. During elongation, polymerases are spaced by few hundred nucleotides, and physical modelling suggests that DNA torsional stress may maintain polymerase spacing. We additionally observe that the HIV-1 promoter displays stochastic fluctuations on two time scales, which we refer to as multi-scale bursting. Each time scale is regulated independently: Mediator controls minute-scale fluctuation (convoys), while TBP-TATA-box interaction controls sub-hour fluctuations (long permissive/non-permissive periods). A cellular promoter also produces polymerase convoys and displays multi-scale bursting. We propose that slow, TBP-dependent fluctuations are important for phenotypic variability of single cells. HIV-1 viral gene expression stochastically switches between active and inactive states. Here, using improved single molecule RNA microscopy, the authors show that HIV-1 RNA stochastic transcription is achieved by groups of closely spaced polymerases, and is regulated by Mediator and TBP at different time scales.",2016.0,73,149,254,70,Nature Communications,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC4974459, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Nature Communications,JournalArticle,"Biology, Medicine",14,0.712338
0be8896f1d12372cabc1859829c6f3a114787306,A Critical and Comparative Review of Fluorescent Tools for Live-Cell Imaging.,"Fluorescent tools have revolutionized our ability to probe biological dynamics, particularly at the cellular level. Fluorescent sensors have been developed on several platforms, utilizing either small-molecule dyes or fluorescent proteins, to monitor proteins, RNA, DNA, small molecules, and even cellular properties, such as pH and membrane potential. We briefly summarize the impressive history of tool development for these various applications and then discuss the most recent noteworthy developments in more detail. Particular emphasis is placed on tools suitable for single-cell analysis and especially live-cell imaging applications. Finally, we discuss prominent areas of need in future fluorescent tool development-specifically, advancing our capability to analyze and integrate the plethora of high-content data generated by fluorescence imaging.",2017.0,79,187,315,161,Annual Review of Physiology,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1146/annurev-physiol-022516-034055?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1146/annurev-physiol-022516-034055, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Annual review of physiology,"Review, JournalArticle","Medicine, Biology",3,0.8426087
e7278f12659dd9b4ce6469ca1be6653b9c39ab8b,Nanoscopic substructures of raft-mimetic liquid-ordered membrane domains revealed by high-speed single-particle tracking,"Lipid rafts are membrane nanodomains that facilitate important cell functions. Despite recent advances in identifying the biological significance of rafts, nature and regulation mechanism of rafts are largely unknown due to the difficulty of resolving dynamic molecular interaction of rafts at the nanoscale. Here, we investigate organization and single-molecule dynamics of rafts by monitoring lateral diffusion of single molecules in raft-containing reconstituted membranes supported on mica substrates. Using high-speed interferometric scattering (iSCAT) optical microscopy and small gold nanoparticles as labels, motion of single lipids is recorded via single-particle tracking (SPT) with nanometer spatial precision and microsecond temporal resolution. Processes of single molecules partitioning into and escaping from the raft-mimetic liquid-ordered (Lo) domains are directly visualized in a continuous manner with unprecedented clarity. Importantly, we observe subdiffusion of saturated lipids in the Lo domain in microsecond timescale, indicating the nanoscopic heterogeneous molecular arrangement of the Lo domain. Further analysis of the diffusion trajectory shows the presence of nano-subdomains of the Lo phase, as small as 10 nm, which transiently trap the lipids. Our results provide the first experimental evidence of non-uniform molecular organization of the Lo phase, giving a new view of how rafts recruit and confine molecules in cell membranes.",2016.0,34,62,93,53,Scientific Reports,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC4997016, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Scientific Reports,JournalArticle,"Medicine, Materials Science",4,0.7290836
86d1b3ed4ec6fda4bd9c814a36e0c0c682c0c4a2,A Monte-Carlo Study on the Coupling of Magnetism and Ferroelectricity in the Hexagonal Multiferroic RMnO3,"The ferroelectric phase transition in RMnO3 breaks both Z3 and Z2 symmetries, giving rise to 6 structural domains. Topological protected vortices are formed at the junctions of all 6 domains, and the ferroelectric phase transition is closely related to these Z6 vortices. In this work, Monte-Carlo studies on both the ferroelectric and magnetic transition have been performed on RMnO3 system. The magnetic simulation results on lattices with different structural domain distributions induced by external electric field and simulated quenching show different magnetic transition temperature T s , indicating that the coupling of magnetism and ferroelectricity is through the Z6 structural domain. At extreme case, lattice quenched from above the ferroelectric transition results in high vortex density, which can drive the system into spin glass.",2018.0,1,1,1,28,Condensed Matter,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/CONDMAT3040028?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/CONDMAT3040028, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Condensed Matter,,Materials Science,3,0.82476723
5f345da1323662da04ca507d000124b230db3def,Inhibition of gap junction intercellular communication is involved in silica nanoparticles-induced H9c2 cardiomyocytes apoptosis via the mitochondrial pathway,"Gap junction intercellular communication (GJIC) between cardiomyocytes is essential for synchronous heart contraction and relies on connexin-containing channels. Connexin 43 (Cx43) is a major component involved in GJIC in heart tissue, and its abnormal expression is closely associated with various cardiac diseases. Silica nanoparticles (SNPs) are known to induce cardiovascular toxicity. However, the mechanisms through which GJIC plays a role in cardiomyocytes apoptosis induced by SNPs remain unknown. The aim of the present study is to determine whether SNPs-decreased GJIC promotes apoptosis in rat cardiomyocytes cell line (H9c2 cells) via the mitochondrial pathway using CCK-8 Kit, scrape-loading dye transfer technique, Annexin V/PI double-staining assays, and Western blot analysis. The results showed that SNPs elicited cytotoxicity in H9c2 cells in a time- and concentration-dependent manner. SNPs also reduced GJIC in H9c2 cells in a concentration-dependent manner through downregulation of Cx43 and upregulation of P-Cx43. Inhibition of gap junctions by gap junction blocker carbenoxolone disodium resulted in decreased survival and increased apoptosis, whereas enhancement of the gap junctions by retinoic acid led to enhanced survival but decreased apoptosis. Furthermore, SNPs-induced apoptosis through the disrupted functional gap junction was correlated with abnormal expressions of the proteins involved in the mitochondrial pathway-related apoptosis such as Bcl-2/Bax, cytochrome C, Caspase-9, and Caspase-3. Taken together, our results provide the first evidence that SNPs-decreased GJIC promotes apoptosis in cardiomyocytes via the mitochondrial pathway. In addition, downregulation of GJIC by SNPs in cardiomyocytes is mediated through downregulation of Cx43 and upregulation of P-Cx43. These results suggest that in rat cardiomyocytes cell line, GJIC plays a protective role in SNPs-induced apoptosis and that GJIC may be one of the targets for SNPs-induced biological effects.",2017.0,13,30,41,50,International Journal of Nanomedicine,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5367603, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Nanomedicine,JournalArticle,"Biology, Medicine",10,0.76026034
458be4b6c6da3f31e42af5f118d4181e5f9797bd,A Synthesis of Applied Nanotechnology to Electronics,"Nanotechnology is the control of small-scale matter as atomic and molecular. She works in the development of materials and components for various areas of knowledge such as electronics, catalysis, medicine and other areas. Being one of the most benefited electronics. The application of nanotechnology in electronics has brought new concepts to the area allowing to minimize electronic devices, use of semiconductors, conductors, diodes, transistors and other components built in small scales, it can be observed that they are presented smaller and lighter, and more efficient. This technology is increasingly being improved, as all tests show that materials thus converted to nanoscale are more efficient in their performance.",2020.0,0,0,0,0,,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.5902/2179460X40594?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5902/2179460X40594, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,,,Materials Science,7,0.7300614
b3f9c83a42e49ea02224f10e7aea3561777a551a,"Next-generation sequencing-based detection of EGFR, KRAS, BRAF, NRAS, PIK3CA, Her-2 and TP53 mutations in patients with non-small cell lung cancer","In recent years, the incidence of non-small cell lung cancer (NSCLC) has become the highest lethal rate of cancer worldwide. Molecular assays of EGFR, KRAS, BRAF, NRAS, PIK3CA and Her-2 are widely used to guide individualized treatment in NSCLC patients. Somatic mutations in 112 NSCLC patients, including 7 oncogenic driver genes, were detected by Iontorrent personal genome machine (PGM). Sanger sequencing was used to test and verify the results of PGM. Apart from uncommon mutations of EGFR, 101 NSCLC specimens were tested by droplet digital PCR (ddPCR). According to NGS results, mutations were detected in EGFR (58/112, 51.79% of tumors), KRAS (10/112, 8.93%), BRAF (2/112, 1.79%), NRAS (2/112, 1.79%), Her-2 (2/112, 1.79%), PIK3CA (6/112, 5.36%) and TP53 (31/112, 27.69%). There were 27 samples without any somatic mutations in all genes while 24 samples harboured mutations in two or more genes. A total of 61 samples had one or more mutations in a single gene. All alterations of 7 genes were presented and the overall detection rate of NGS and Sanger sequencing was determined to be 51.79% (58/112) and 37.50% (42/112), respectively (χ2=5.88, P=0.015). Compared with Sanger sequencing, the total sensitivity and specificity of NGS assays was 95.24% (40/42) and 77.14% (54/70), respectively. The overall detection rate of NGS and ddPCR was 45.54% (46/101) and 47.52% (48/101), respectively (χ2=0.000598, P=0.98). Compared with ddPCR, the overall sensitivity and specificity of NGS assays was 95.83% (46/48) and 98.11% (52/53), respectively. The findings indicated that the positive mutation rate of EGFR tested by NGS was significantly lower than that by Sanger sequencing, but the difference between ddPCR and NGS was not statistically significant. The high degree of agreement of reportable variants is proposed in both NGS and ddPCR analysis, suggesting the performance of NGS assays in routine clinical detection may be useful in determining the treatment decisions in NSCLC patients.",2018.0,18,31,42,25,Molecular Medicine Reports,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6072231, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",HYBRID,Molecular Medicine Reports,JournalArticle,"Biology, Medicine",7,0.66695166
bc064982626c9d9e3bb83cf28f57068cbbaa700e,TLR4-Based Immunotherapeutics in Cancer: A Review of the Achievements and Shortcomings.,"Toll-like Receptor 4 (TLR4) agonists have had a long journey in the field of cancer immunotherapy. Nevertheless, despite the remarkable number of the TLR4 ligands that have gone through various preclinical and clinical stages, only two (Bacillus Calmette-Guérin (BCG) and monophosphoryl lipid A (MPLA)) have hitherto obtained the FDA approval for clinical application in cancer treatment. This paper provides a comprehensive review of the TLR4 agonists' journey as cancer active immunotherapeutics. Following a brief discussion of the rationale behind the use of TLR ligands in cancer immunotherapy, we will initially focus on the forerunner of the TLR4 agonists, bacterial lipopolysaccharide (LPS). Within this context, the potentials and shortcomings of immunotherapy with this agent will be addressed, the strategies that have been devised to enhance the associated therapeutic outcome will be discussed, and the consequent achievements and shortcomings will be summarized. Subsequently, further and perhaps less well-known, molecular, bacterial, and viral TLR4 agonists with potential for cancer immunotherapy will be introduced, and if present, the outcome of the preclinical and clinical investigations of these agents will be reviewed. Finally, a look will be cast upon the promising souvenirs of the relatively new arena of nanotechnology, where TLR4 activating nanoparticulate systems will be proposed as potential candidates for the future development of this field.",2018.0,35,88,117,154,Molecular Pharmaceutics,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acs.molpharmaceut.8b00691?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acs.molpharmaceut.8b00691, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Molecular pharmaceutics,"JournalArticle, Review",Medicine,2,0.8023313
f842cec57cee13294e6f461217400befdc68ea86,Targeting the HIV-1 Spike and Coreceptor with Bi- and Trispecific Antibodies for Single-Component Broad Inhibition of Entry,"Broadly neutralizing antibodies (bNAbs) prevent HIV infection in monkey challenge models and suppress HIV replication in infected humans. Combinations of bNAbs are more effective at suppression, and antibody-like molecules engineered to have two or three bNAb combining sites also inhibit HIV replication in monkeys and other animal models. To expand the available array of multispecific HIV inhibitors, we designed single-component molecules that incorporate two (bispecific) or three (trispecific) bNAb binding sites that recognize the HIV envelope glycoprotein (Env) or the HIV coreceptor (CCR5) or that cross-target both Env and CCR5. Several of the bi- and trispecific molecules neutralized most viruses in a diverse cross-clade panel, with greater breadth and potency than those of the individual parental bNAbs. The molecules described here provide additional options for preventing or suppressing HIV infection. ABSTRACT Protection against acquiring human immunodeficiency virus (HIV) infection may not require a vaccine in the conventional sense, because broadly neutralizing antibodies (bNAbs) alone prevent HIV infection in relevant animal challenge models. Additionally, bNAbs as therapeutics can effectively suppress HIV replication in infected humans and in animal models. Combinations of bNAbs are generally even more effective, and bNAb-derived multivalent antibody-like molecules also inhibit HIV replication both in vitro and in vivo. To expand the available array of multispecific HIV inhibitors, we designed single-component molecules that incorporate two (bispecific) or three (trispecific) bNAbs that recognize HIV Env exclusively, a bispecific CrossMAb targeting two epitopes on the major HIV coreceptor, CCR5, and bi- and trispecifics that cross-target both Env and CCR5. These newly designed molecules displayed exceptional breadth, neutralizing 98 to 100% of a 109-virus panel, as well as additivity and potency compared to those of the individual parental control IgGs. The bispecific molecules, designed as tandem single-chain variable fragments (scFvs) (10E8fv-N6fv and m36.4-PRO 140fv), displayed median 50% inhibitory concentration (IC50s) of 0.0685 and 0.0131 μg/ml, respectively. A trispecific containing 10E8-PGT121-PGDM1400 Env-specific binding sites was equally potent (median IC50 of 0.0135 μg/ml), while a trispecific molecule targeting Env and CCR5 simultaneously (10E8Fab-PGDM1400fv-PRO 140fv) demonstrated even greater potency, with a median IC50 of 0.007 μg/ml. By design, some of these molecules lacked Fc-mediated effector function; therefore, we also constructed a trispecific prototype possessing reconstituted CH2-CH3 domains to restore Fc receptor binding capacity. The molecules developed here, along with those described previously, possess promise as prophylactic and therapeutic agents against HIV. IMPORTANCE Broadly neutralizing antibodies (bNAbs) prevent HIV infection in monkey challenge models and suppress HIV replication in infected humans. Combinations of bNAbs are more effective at suppression, and antibody-like molecules engineered to have two or three bNAb combining sites also inhibit HIV replication in monkeys and other animal models. To expand the available array of multispecific HIV inhibitors, we designed single-component molecules that incorporate two (bispecific) or three (trispecific) bNAb binding sites that recognize the HIV envelope glycoprotein (Env) or the HIV coreceptor (CCR5) or that cross-target both Env and CCR5. Several of the bi- and trispecific molecules neutralized most viruses in a diverse cross-clade panel, with greater breadth and potency than those of the individual parental bNAbs. The molecules described here provide additional options for preventing or suppressing HIV infection.",2018.0,16,28,32,67,Journal of Virology,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1128/JVI.00384-18?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1128/JVI.00384-18, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",HYBRID,Journal of Virology,JournalArticle,"Medicine, Biology",7,0.72539836
f388d674ff4771bb438b31548d37becef7ba6c2f,I Want to (Bud) Break Free: The Potential Role of DAM and SVP-Like Genes in Regulating Dormancy Cycle in Temperate Fruit Trees,"Bud dormancy is an adaptive process that allows trees to survive the hard environmental conditions that they experience during the winter of temperate climates. Dormancy is characterized by the reduction in meristematic activity and the absence of visible growth. A prolonged exposure to cold temperatures is required to allow the bud resuming growth in response to warm temperatures. In fruit tree species, the dormancy cycle is believed to be regulated by a group of genes encoding MADS-box transcription factors. These genes are called DORMANCY-ASSOCIATED MADS-BOX (DAM) and are phylogenetically related to the Arabidopsis thaliana floral regulators SHORT VEGETATIVE PHASE (SVP) and AGAMOUS-LIKE 24. The interest in DAM and other orthologs of SVP (SVP-like) genes has notably increased due to the publication of several reports suggesting their role in the control of bud dormancy in numerous fruit species, including apple, pear, peach, Japanese apricot, and kiwifruit among others. In this review, we briefly describe the physiological bases of the dormancy cycle and how it is genetically regulated, with a particular emphasis on DAM and SVP-like genes. We also provide a detailed report of the most recent advances about the transcriptional regulation of these genes by seasonal cues, epigenetics and plant hormones. From this information, we propose a tentative classification of DAM and SVP-like genes based on their seasonal pattern of expression. Furthermore, we discuss the potential biological role of DAM and SVP-like genes in bud dormancy in antagonizing the function of FLOWERING LOCUS T-like genes. Finally, we draw a global picture of the possible role of DAM and SVP-like genes in the bud dormancy cycle and propose a model that integrates these genes in a molecular network of dormancy cycle regulation in temperate fruit trees.",2019.0,54,93,127,176,Frontiers in Plant Science,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6335348, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Frontiers in Plant Science,"Review, JournalArticle","Medicine, Biology",4,0.80618584
9910b6e6b8f9d8c1060ca891322494d6826efd14,On the mass of atoms in molecules: Beyond the Born-Oppenheimer approximation,"Describing the dynamics of nuclei in molecules requires a potential energy surface, which is traditionally provided by the Born-Oppenheimer or adiabatic approximation. However, we also need to assign masses to the nuclei. There, the Born-Oppenheimer picture does not account for the inertia of the electrons and only bare nuclear masses are considered. Nowadays, experimental accuracy challenges the theoretical predictions of rotational and vibrational spectra and requires to include the participation of electrons in the internal motion of the molecule. More than 80 years after the original work of Born and Oppenheimer, this issue still is not solved in general. Here, we present a theoretical and numerical framework to address this problem in a general and rigorous way. Starting from the exact factorization of the electron-nuclear wave function, we include electronic effects beyond the Born-Oppenheimer regime in a perturbative way via position-dependent corrections to the bare nuclear masses. This maintains an adiabatic-like point of view: the nuclear degrees of freedom feel the presence of the electrons via a single potential energy surface, whereas the inertia of electrons is accounted for and the total mass of the system is recovered. This constitutes a general framework for describing the mass acquired by slow degrees of freedom due to the inertia of light, bounded particles. We illustrate it with a model of proton transfer, where the light particle is the proton, and with corrections to the vibrational spectra of molecules. Inclusion of the light particle inertia allows to gain orders of magnitude in accuracy.",2016.0,13,24,45,57,,True,"Notice: Paper or abstract available at https://arxiv.org/abs/1605.04211, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,arXiv: Chemical Physics,,Physics,5,0.7536115
e3fbf4c0754d61ce91600fbd1604462f0a12c42e,Loss of mitochondrial protein CHCHD10 in skeletal muscle causes neuromuscular junction impairment.,"The neuromuscular junction (NMJ) is a synapse between motoneurons and skeletal muscles to control motor behavior. Acetylcholine receptors (AChRs) are restricted at the synaptic region for proper neurotransmission. Mutations in the mitochondrial CHCHD10 protein have been identified in multiple neuromuscular disorders; however, the physiological roles of CHCHD10 at NMJs remain elusive. Here, we report that CHCHD10 is highly expressed at the postsynapse of NMJs in skeletal muscles. Muscle conditional knockout CHCHD10 mice showed motor defects, abnormal neuromuscular transmission and NMJ structure. Mechanistically, we found that mitochondrial CHCHD10 is required for ATP production, which facilitates AChR expression and promotes agrin-induced AChR clustering. Importantly, ATP could effectively rescue the reduction of AChR clusters in the CHCHD10-ablated muscles. Our study elucidates a novel physiological role of CHCHD10 at the peripheral synapse. It suggests that mitochondria dysfunction contributes to neuromuscular pathogenesis.",2020.0,22,33,37,57,Human Molecular Genetics,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1093/hmg/ddz154?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1093/hmg/ddz154, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",,Human molecular genetics,JournalArticle,"Medicine, Biology",12,0.8444033
2b4af032c9c86a45ce834a95576802dbae7bf7bc,A New Allotrope of Nitrogen as High-Energy Density Material.,"A new allotrope of nitrogen in which the atoms are connected to form a novel N6 molecule is predicted to exist at ambient conditions. The N6 molecule is a charge-transfer complex with an open-chain structure containing both single and triple bonds. The charge transfer induces ionic characteristics in the intermolecular interactions and leads to a much higher cohesive energy for the predicted crystal compared to solid N2. The N6 solid is also more stable than a previously reported polymeric solid of nitrogen. Because of the kinetic stability of the molecules and strong intermolecular interactions, the N6 crystal is shown by metadynamics simulations to be dynamically stable around room temperature and to only dissociate to N2 molecules above 700 K. The N6 crystal can likely be synthesized under high-pressure high-temperature conditions, and the considerable metastability may allow for an ambient-pressure recovery of the crystal. Because of the large energy difference between the single and triple bonds, the dissociation of the N6 crystal is expected to release a large amount of energy, placing it among the most efficient energy materials known today.",2016.0,15,34,72,43,Journal of Physical Chemistry A,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acs.jpca.6b01655?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acs.jpca.6b01655, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,The journal of physical chemistry. A,JournalArticle,"Chemistry, Medicine",7,0.79014003
aee006233f5a1b454e1c0ab383f25d25bf097609,Aptamer Cell-Based Selection: Overview and Advances,"Aptamers are high affinity single-stranded DNA/RNA molecules, produced by a combinatorial procedure named SELEX (Systematic Evolution of Ligands by Exponential enrichment), that are emerging as promising diagnostic and therapeutic tools. Among selection strategies, procedures using living cells as complex targets (referred as “cell-SELEX”) have been developed as an effective mean to generate aptamers for heavily modified cell surface proteins, assuring the binding of the target in its native conformation. Here we give an up-to-date overview on cell-SELEX technology, discussing the most recent advances with a particular focus on cancer cell targeting. Examples of the different protocol applications and post-SELEX strategies will be briefly outlined.",2017.0,28,46,67,109,Biomedicines,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5618307, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Biomedicines,"Review, JournalArticle","Biology, Medicine",2,0.751268
83511f254d5a8691f3ddf6e0bf4e8d0745143ed9,Integrated Computational Approach for Virtual Hit Identification against Ebola Viral Proteins VP35 and VP40,"The Ebola virus (EBOV) has been recognised for nearly 40 years, with the most recent EBOV outbreak being in West Africa, where it created a humanitarian crisis. Mortalities reported up to 30 March 2016 totalled 11,307. However, up until now, EBOV drugs have been far from achieving regulatory (FDA) approval. It is therefore essential to identify parent compounds that have the potential to be developed into effective drugs. Studies on Ebola viral proteins have shown that some can elicit an immunological response in mice, and these are now considered essential components of a vaccine designed to protect against Ebola haemorrhagic fever. The current study focuses on chemoinformatic approaches to identify virtual hits against Ebola viral proteins (VP35 and VP40), including protein binding site prediction, drug-likeness, pharmacokinetic and pharmacodynamic properties, metabolic site prediction, and molecular docking. Retrospective validation was performed using a database of non-active compounds, and early enrichment of EBOV actives at different false positive rates was calculated. Homology modelling and subsequent superimposition of binding site residues on other strains of EBOV were carried out to check residual conformations, and hence to confirm the efficacy of potential compounds. As a mechanism for artefactual inhibition of proteins through non-specific compounds, virtual hits were assessed for their aggregator potential compared with previously reported aggregators. These systematic studies have indicated that a few compounds may be effective inhibitors of EBOV replication and therefore might have the potential to be developed as anti-EBOV drugs after subsequent testing and validation in experiments in vivo.",2016.0,14,28,44,104,International Journal of Molecular Sciences,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5133775, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Molecular Sciences,JournalArticle,"Biology, Medicine",2,0.7216055
24a980cc7684fefe20e76990baf8b90ee6b3f4c6,Facile Processing of Free-Standing Polyaniline/SWCNT Film as an Integrated Electrode for Flexible Supercapacitor Application.,"Flexible supercapacitors (SCs) with compact configuration are ideal energy storage devices for portable electronics, owing to their original advantages (e.g., fast charging/discharging). To effectively reduce the volume of SCs, an integrated electrode of free-standing polyaniline (PANI)/single-wall carbon nanotube (SWCNT) film with high performance has been developed via a facile solution deposition method, which can be employed as current collector and active material in the meantime. Thanks to the strong π-π interactions between PANI and CNTs, an efficient conductive network with ordered PANI molecular chains is formed in this hybrid film electrode, which is beneficial for the ion diffusion process and fast redox reaction resulting in a high capacitance of 446 F g-1 and outstanding cycling stability, achieving 98% retention over 13 000 cycles. Predictably, solid-state SCs constructed by this free-standing PANI/SWCNT film electrode exhibited remarkable mechanical stability and flexibility in a compact configuration, let alone its excellent capacitive performance (218 F g-1). Moreover, the highest energy density of flexible solid-state SC reached 19.45 Wh kg-1 at a power density of 320.5 W kg-1, further indicating a good potential as an energy storage device. This work would inspire other simple process techniques for high-performance flexible SCs, catering to the demand of portable electronic devices.",2017.0,57,91,157,69,ACS Applied Materials and Interfaces,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acsami.7b08382?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acsami.7b08382, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,ACS applied materials & interfaces,JournalArticle,"Materials Science, Medicine",7,0.80741435
96adec39d4c65ef15e81abf34bdd1cf7d6ec7aac,Optical tweezers in single-molecule experiments,"In the last decades, optical tweezers have progressively emerged as a unique tool to investigate the biophysical world, allowing to manipulate and control forces and movements of one molecule at a time with unprecedented resolution. In this review, we present the use of optical tweezers to perform single-molecule force spectroscopy investigations from an experimental perspective. After a comparison with other single-molecule force spectroscopy techniques, we illustrate at an introductory level the physical principles underlying optical trapping and the main experimental configurations employed nowadays in single-molecule experiments. We conclude with a brief summary of some remarkable results achieved with this approach in different biological systems, with the aim to highlight the great variety of experimental possibilities offered by optical tweezers to scientists interested in this research field.",2020.0,22,37,40,125,The European Physical Journal Plus,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1140/epjp/s13360-020-00907-6?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1140/epjp/s13360-020-00907-6, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",HYBRID,The European Physical Journal Plus,Review,Physics,5,0.69339395
